REACTION	ROLE	SUBSYSTEM	SOURCE	COMPLEX	MASTER
rxn05375	3-oxoacyl-[acyl-carrier-protein] synthase, KASI, alternative (EC 2.3.1.41)	NONE	CHRIS FILE	1975	1
rxn01398	Pyridoxal phosphatase (EC 3.1.3.74)	NONE	Hope|MATT FILE	101355	1
rxn10224	Phosphatidate cytidylyltransferase (EC 2.7.7.41)	NONE	CHRIS FILE	1472	1
rxn00351	Glutathione biosynthesis bifunctional protein gshF (EC 6.3.2.2)(EC 6.3.2.3)	NONE	MATT FILE	101356	1
rxn00351	Predicted alternative glutathione synthetase (EC 6.3.2.3)	NONE	MATT FILE	101357	1
rxn00351	Glutathione synthetase (EC 6.3.2.3)	NONE	MATT FILE	101358	1
rxn00351	Glutathione synthetase (EC 6.3.2.3)	Glutathione_Redox_Metabolism_3	Hope|MATT FILE	101359	1
rxn10231	CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8)	NONE	CHRIS FILE	1483	1
rxn02811	3-isopropylmalate dehydratase large subunit (EC 4.2.1.33)	NONE	Hope|MATT FILE|CHRIS FILE	1487	1
rxn02811	3-isopropylmalate dehydratase small subunit (EC 4.2.1.33)	NONE	Hope|MATT FILE|CHRIS FILE	1487	1
rxn05939	2-oxoglutarate oxidoreductase, alpha subunit (EC 1.2.7.3)	NONE	Hope|MATT FILE	101360	1
rxn05939	2-oxoglutarate oxidoreductase, beta subunit (EC 1.2.7.3)	NONE	Hope|MATT FILE	101361	1
rxn05939	2-oxoglutarate oxidoreductase, gamma subunit (EC 1.2.7.3)	NONE	Hope|MATT FILE	101362	1
rxn05939	2-oxoglutarate oxidoreductase, delta subunit, putative (EC 1.2.7.3)	NONE	Hope|MATT FILE	101363	1
rxn00333	Glycolate oxidase (EC 1.1.3.15)	NONE	Hope|MATT FILE	101364	1
rxn00333	Predicted glycolate dehydrogenase, 2-subunit type (EC 1.1.99.14), iron-sulfur subunit GlcF	NONE	CHRIS FILE	1491	1
rxn00333	Glycolate dehydrogenase (EC 1.1.99.14), subunit GlcD	NONE	CHRIS FILE	1491	1
rxn00333	Putative glycolate oxidase subunit D (EC 1.1.3.15)	NONE	CHRIS FILE	1492	1
rxn10262	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)	NONE	CHRIS FILE	1490	1
rxn04673	1,4-dihydroxy-2-naphthoate octaprenyltransferase (EC 2.5.1.-)	NONE	Hope|MATT FILE	101365	1
rxn01286	Aldehyde dehydrogenase (EC 1.2.1.3)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	1493	1
rxn01286	Aldehyde dehydrogenase (EC 1.2.1.3)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	1493	1
rxn08469	Alkanesulfonate monooxygenase (EC 1.14.14.5)	NONE	CHRIS FILE	1492	1
rxn07122	Glucose dehydrogenase, PQQ-dependent (EC 1.1.5.2)	NONE	Hope	101366	0
rxn05610	Phosphocarrier protein of PTS system	NONE	CHRIS FILE	1500	2
rxn05610	PTS system, mannose-specific IIB component (EC 2.7.1.69)	NONE	CHRIS FILE	1500	1
rxn05610	PTS system, mannose-specific IIC component (EC 2.7.1.69)	NONE	CHRIS FILE	1500	1
rxn05610	Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)	NONE	CHRIS FILE|CHRIS FILE	1500	2
rxn05610	Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)	NONE	CHRIS FILE|CHRIS FILE	1500	2
rxn05610	PTS system, mannose-specific IIA component (EC 2.7.1.69)	NONE	CHRIS FILE	1500	1
rxn05610	PTS system, mannose-specific IID component (EC 2.7.1.69)	NONE	CHRIS FILE	3057	1
rxn00199	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	NONE	Hope|MATT FILE|CHRIS FILE	556	1
rxn01705	Uridine kinase (EC 2.7.1.48) [C1]	NONE	CHRIS FILE	1501	1
rxn01019	Ornithine carbamoyltransferase (EC 2.1.3.3)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	1505	1
rxn01019	Ornithine carbamoyltransferase (EC 2.1.3.3)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	1505	1
rxn01019	Ornithine carbamoyltransferase (EC 2.1.3.3)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	1505	1
rxn00412	CTP synthase (EC 6.3.4.2)	NONE	Hope|MATT FILE|CHRIS FILE	1506	1
rxn03167	Alkaline phosphatase (EC 3.1.3.1)	NONE	CHRIS FILE	1507	1
rxn03167	Putative DHNTP pyrophosphatase	NONE	Hope|MATT FILE	101367	1
rxn05457	Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	NONE	CHRIS FILE	1509	1
rxn10094	Ubiquinone/menaquinone biosynthesis methyltransferase UbiE (EC 2.1.1.-)	NONE	CHRIS FILE	2005	1
rxn08310	Phosphatidate cytidylyltransferase (EC 2.7.7.41)	NONE	CHRIS FILE	1889	1
rxn03917	Phosphoheptose isomerase (EC 5.3.1.-)	NONE	Hope|MATT FILE	101368	1
rxn03917	Phosphoheptose isomerase 1 (EC 5.3.1.-)	NONE	Hope|MATT FILE	101369	1
rxn03917	Phosphoheptose isomerase 2 (EC 5.3.1.-)	NONE	Hope|MATT FILE	101370	1
rxn05573	Glucose/mannose:H+ symporter GlcP	NONE	CHRIS FILE	1514	1
rxn05573	Homolog of fucose/glucose/galactose permeases	NONE	CHRIS FILE	3048	1
rxn03135	Imidazole glycerol phosphate synthase cyclase subunit (EC 4.1.3.-)	NONE	Hope|MATT FILE|CHRIS FILE	1515	1
rxn03135	Imidazole glycerol phosphate synthase amidotransferase subunit (EC 2.4.2.-)	XXBOB	Hope|MATT FILE|CHRIS FILE	1515	1
rxn03135	Imidazole glycerol phosphate synthase amidotransferase subunit (EC 2.4.2.-)	NONE	Hope|MATT FILE|CHRIS FILE	1515	1
rxn00469	Acetylornithine deacetylase (EC 3.5.1.16)	NONE	Hope|MATT FILE|CHRIS FILE	1518	1
rxn00469	Acetylornithine deacetylase (EC 3.5.1.16)	NONE	Hope|MATT FILE|CHRIS FILE	1518	1
rxn05655	Phosphocarrier protein of PTS system	NONE	CHRIS FILE	1516	2
rxn05655	Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)	NONE	CHRIS FILE	1516	2
rxn05655	PTS system, sucrose-specific IIC component (EC 2.7.1.69)	NONE	CHRIS FILE	1516	1
rxn05655	PTS system, sucrose-specific IIB component (EC 2.7.1.69)	NONE	CHRIS FILE	1516	1
rxn12512	Phosphopantothenoylcysteine synthetase (EC 6.3.2.5)	NONE	Hope|MATT FILE	101371	1
rxn09272	Fumarate reductase subunit C	NONE	CHRIS FILE	1680	1
rxn09272	Succinate dehydrogenase hydrophobic membrane anchor protein	NONE	CHRIS FILE	1680	1
rxn09272	Succinate dehydrogenase iron-sulfur protein (EC 1.3.99.1)	NONE	CHRIS FILE	2029	1
rxn09272	Succinate dehydrogenase cytochrome b558 subunit	NONE	CHRIS FILE	1680	1
rxn09272	Succinate dehydrogenase cytochrome b-556 subunit	NONE	CHRIS FILE	1680	1
rxn09272	Fumarate reductase subunit D	NONE	CHRIS FILE	1680	1
rxn09272	Fumarate reductase flavoprotein subunit (EC 1.3.99.1)	NONE	CHRIS FILE	1680	1
rxn09272	Succinate dehydrogenase flavoprotein subunit (EC 1.3.99.1)	NONE	CHRIS FILE|CHRIS FILE	1997	1
rxn09272	Succinate dehydrogenase flavoprotein subunit (EC 1.3.99.1)	NONE	CHRIS FILE|CHRIS FILE	2029	1
rxn00686	Alternative dihydrofolate reductase 2	NONE	Hope|MATT FILE	101372	1
rxn00686	Dihydrofolate reductase (EC 1.5.1.3)	EC49-61	Hope|MATT FILE|CHRIS FILE	1525	1
rxn00686	Dihydrofolate reductase (EC 1.5.1.3)	NONE	Hope|MATT FILE|CHRIS FILE	1525	1
rxn00686	FolM Alternative dihydrofolate reductase 1	NONE	Hope|MATT FILE	101373	1
rxn02061	Spermine synthase (EC 2.5.1.22)	NONE	Hope|MATT FILE	101374	1
rxn00301	Nucleoside triphosphate pyrophosphohydrolase MazG	NONE	Hope|MATT FILE	101375	1
rxn08201	CDP-diacylglycerol pyrophosphatase (EC 3.6.1.26)	NONE	CHRIS FILE	1922	1
rxn09126	Phospholipase A1 precursor (EC 3.1.1.32, EC 3.1.1.4)	NONE	CHRIS FILE	1937	1
rxn00791	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	NONE	Hope|MATT FILE|CHRIS FILE	1532	1
rxn09201	Phosphatidylserine decarboxylase (EC 4.1.1.65)	NONE	CHRIS FILE	1910	1
rxn05847	DNA-directed RNA polymerase delta (= beta'') subunit (EC 2.7.7.6)	NONE	Hope	101376	0
rxn05847	DNA-directed RNA polymerase subunit A (EC 2.7.7.6)	NONE	Hope	101377	0
rxn05847	DNA-directed RNA polymerase subunit K (EC 2.7.7.6)	NONE	Hope	101378	0
rxn05847	DNA-directed RNA polymerase subunit E' (EC 2.7.7.6)	NONE	Hope	101379	0
rxn05847	DNA-directed RNA polymerase subunit B (EC 2.7.7.6)	NONE	Hope	101380	0
rxn05847	DNA-directed RNA polymerase subunit E''	NONE	Hope	101381	0
rxn05847	DNA-directed RNA polymerase subunit P (EC 2.7.7.6)	NONE	Hope	101382	0
rxn05847	DNA-directed RNA polymerase alpha subunit (EC 2.7.7.6)	NONE	Hope	101383	0
rxn05847	DNA-directed RNA polymerase subunit B' (EC 2.7.7.6)	NONE	Hope	101384	0
rxn05847	DNA-directed RNA polymerase subunit D (EC 2.7.7.6)	NONE	Hope	101385	0
rxn05847	DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)	NONE	Hope	101386	0
rxn05847	DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)	NONE	Hope	101387	0
rxn05847	DNA-directed RNA polymerase omega subunit (EC 2.7.7.6)	NONE	Hope	101388	0
rxn05847	DNA-directed RNA polymerase subunit F (EC 2.7.7.6)	NONE	Hope	101389	0
rxn05847	DNA-directed RNA polymerase subunit B'' (EC 2.7.7.6)	NONE	Hope	101390	0
rxn05847	DNA-directed RNA polymerase subunit H (EC 2.7.7.6)	NONE	Hope	101391	0
rxn05847	DNA-directed RNA polymerase subunit N (EC 2.7.7.6)	NONE	Hope	101392	0
rxn05847	DNA-directed RNA polymerase subunit A'' (EC 2.7.7.6)	NONE	Hope	101393	0
rxn05847	DNA-directed RNA polymerase delta subunit (EC 2.7.7.6)	NONE	Hope	101394	0
rxn05847	DNA-directed RNA polymerase subunit L (EC 2.7.7.6)	NONE	Hope	101395	0
rxn05847	DNA-directed RNA polymerase gamma subunit (EC 2.7.7.6)	NONE	Hope	101396	0
rxn05847	DNA-directed RNA polymerase subunit A' (EC 2.7.7.6)	NONE	Hope	101397	0
rxn05847	DNA-directed RNA polymerase subunit M (EC 2.7.7.6)	NONE	Hope	101398	0
rxn05494	D-serine/D-alanine/glycine transporter	NONE	CHRIS FILE|CHRIS FILE	1533	1
rxn05494	D-serine/D-alanine/glycine transporter	NONE	CHRIS FILE|CHRIS FILE	2035	1
rxn05494	Sodium:alanine symporter family protein	NONE	CHRIS FILE	1683	1
rxn05494	D-serine D-alanine glycine transporter	NONE	CHRIS FILE	1667	1
rxn05494	D-alanine glycine permease DagA	NONE	CHRIS FILE	2035	1
rxn12432	Malonate transporter, MadM subunit	NONE	CHRIS FILE	1668	1
rxn12432	Malonate transporter, MadL subunit	NONE	CHRIS FILE	1668	1
rxn08040	Undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.-)	NONE	CHRIS FILE	1535	1
rxn01236	Butyrate kinase (EC 2.7.2.7)	NONE	Hope|MATT FILE|CHRIS FILE	1537	1
rxn08084	1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)	NONE	CHRIS FILE	1928	1
rxn01663	Saccharopine dehydrogenase [NADP , L-glutamate-forming] (EC 1.5.1.10)	NONE	Hope|MATT FILE|MATT FILE	101399	1
rxn01663	Saccharopine dehydrogenase [NADP , L-glutamate-forming] (EC 1.5.1.10)	NONE	Hope|MATT FILE|MATT FILE	101400	1
rxn10120	Respiratory nitrate reductase subunit, conjectural (EC 1.7.99.4)	NONE	CHRIS FILE	2038	1
rxn10120	Respiratory nitrate reductase alpha chain (EC 1.7.99.4)	NONE	CHRIS FILE	2036	1
rxn10120	Cytochrome c-type protein NapC	NONE	CHRIS FILE	1680	1
rxn10120	Polyferredoxin NapH (periplasmic nitrate reductase)	NONE	CHRIS FILE	1680	1
rxn10120	Periplasmic nitrate reductase precursor (EC 1.7.99.4)	NONE	CHRIS FILE	2039	1
rxn10120	Nitrate reductase cytochrome c550-type subunit	NONE	CHRIS FILE	1680	1
rxn10120	Assimilatory nitrate reductase large subunit (EC:1.7.99.4)	NONE	CHRIS FILE	2037	1
rxn10120	Respiratory nitrate reductase gamma chain (EC 1.7.99.4)	NONE	CHRIS FILE	2036	1
rxn10120	Respiratory nitrate reductase delta chain (EC 1.7.99.4)	NONE	CHRIS FILE	2036	1
rxn10120	Respiratory nitrate reductase beta chain (EC 1.7.99.4)	NONE	CHRIS FILE	2036	1
rxn10120	Ferredoxin-type protein NapG (periplasmic nitrate reductase)	NONE	CHRIS FILE	1680	1
rxn01636	Glutamate N-acetyltransferase (EC 2.3.1.35)	NONE	Hope|MATT FILE|CHRIS FILE	1540	1
rxn01636	Glutamate N-acetyltransferase (EC 2.3.1.35)	NONE	Hope|MATT FILE|CHRIS FILE	1540	1
rxn00914	Inosine-guanosine kinase (EC 2.7.1.73)	NONE	Hope|MATT FILE	101401	1
rxn05170	Multiple sugar ABC transporter, membrane-spanning permease protein MsmG	NONE	CHRIS FILE	1543	1
rxn05170	Maltose/maltodextrin ABC transporter, permease protein MalF	NONE	CHRIS FILE	1546	1
rxn05170	Maltose/maltodextrin ABC transporter, substrate binding periplasmic protein MalE	NONE	CHRIS FILE	1546	1
rxn05170	Predicted rhamnose oligosaccharide ABC transport system, permease component	NONE	CHRIS FILE	1549	1
rxn05170	Multiple sugar ABC transporter, substrate-binding protein	NONE	CHRIS FILE	1543	1
rxn05170	Predicted rhamnose oligosaccharide ABC transport system, permease component 2	NONE	CHRIS FILE	1549	1
rxn05170	Predicted rhamnose oligosaccharide ABC transport system, substrate-binding component	NONE	CHRIS FILE	1549	1
rxn05170	Multiple sugar ABC transporter, ATP-binding protein	NONE	CHRIS FILE	1544	1
rxn05170	Multiple sugar ABC transporter, membrane-spanning permease protein MsmF	NONE	CHRIS FILE	1543	1
rxn05170	Maltose/maltodextrin transport ATP-binding protein MalK (EC 3.6.3.19)	NONE	CHRIS FILE	3017	1
rxn05170	Maltoporin (maltose/maltodextrin high-affinity receptor, phage lambda receptor protein)	NONE	CHRIS FILE	3018	1
rxn05170	Maltose/maltodextrin ABC transporter, permease protein MalG	NONE	CHRIS FILE	1546	1
rxn02303	Coproporphyrinogen III oxidase, aerobic (EC 1.3.3.3)	NONE	Hope|MATT FILE	101402	1
rxn02303	Putative coproporphyrinogen III oxidase of BS HemN-type, oxygen-independent (EC 1.3.99.22), in heat shock gene cluster	NONE	CHRIS FILE	1683	1
rxn12850	Oligopeptide transport ATP-binding protein OppF (TC 3.A.1.5.1)	NONE	CHRIS FILE	3007	1
rxn12850	Dipeptide transport ATP-binding protein DppF (TC 3.A.1.5.2)	NONE	CHRIS FILE	3005	1
rxn12850	Dipeptide transport system permease protein DppB (TC 3.A.1.5.2)	NONE	CHRIS FILE|CHRIS FILE	3000	1
rxn12850	Dipeptide transport system permease protein DppB (TC 3.A.1.5.2)	NONE	CHRIS FILE|CHRIS FILE	3004	1
rxn12850	Dipeptide transport system permease protein DppC (TC 3.A.1.5.2)	NONE	CHRIS FILE	3003	1
rxn12850	Oligopeptide transport ATP-binding protein OppD (TC 3.A.1.5.1)	NONE	CHRIS FILE	3008	1
rxn12850	oligopeptide ABC transporter, ATP-binding protein (oppF)	NONE	CHRIS FILE	3011	1
rxn12850	Oligopeptide transport system permease protein OppC (TC 3.A.1.5.1)	NONE	CHRIS FILE	3009	1
rxn12850	Oligopeptide transport system permease protein OppB (TC 3.A.1.5.1)	NONE	CHRIS FILE	3010	1
rxn12850	Dipeptide transport ATP-binding protein DppD (TC 3.A.1.5.2)	NONE	CHRIS FILE	3001	1
rxn12850	Dipeptide-binding ABC transporter, periplasmic substrate-binding component (TC 3.A.1.5.2)	NONE	CHRIS FILE	3002	1
rxn12850	Oligopeptide ABC transporter, periplasmic oligopeptide-binding protein OppA (TC 3.A.1.5.1)	NONE	CHRIS FILE	3006	1
rxn00490	Arogenate dehydratase (EC 4.2.1.91)	Phenylalanine_and_Tyrosine_Branches_from_Chorismate_(Phoenix_copy)	Hope|MATT FILE	101403	1
rxn00490	Arogenate dehydratase (EC 4.2.1.91)	NONE	Hope|MATT FILE	101404	1
rxn05411	(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase (EC 4.2.1.-)	NONE	CHRIS FILE	1556	1
rxn10124	NAD(P)H-quinone oxidoreductase chain J (EC 1.6.5.2)	NONE	CHRIS FILE	2027	1
rxn10124	NADH oxidase (EC 1.6.99.3)	NONE	CHRIS FILE	2047	1
rxn10124	NADH-quinone oxidoreductase chain F 2 (EC 1.6.99.5)	NONE	CHRIS FILE	2028	1
rxn10124	NAD(P)H-quinone oxidoreductase subunit 3 (EC 1.6.5.2)	NONE	CHRIS FILE	2027	1
rxn10124	NAD(P)H-quinone oxidoreductase chain I (EC 1.6.5.2)	NONE	CHRIS FILE	2027	1
rxn10124	NAD(P)H-quinone oxidoreductase chain 5 (EC 1.6.5.2)	NONE	CHRIS FILE	2027	1
rxn10124	NAD(P)H-quinone oxidoreductase chain H (EC 1.6.5.2)	NONE	CHRIS FILE	2027	1
rxn10124	NAD(P)H-quinone oxidoreductase chain K (EC 1.6.5.2)	NONE	CHRIS FILE	2027	1
rxn10124	NADH-quinone oxidoreductase subunit 15 (EC 1.6.99.5)	NONE	CHRIS FILE	2028	1
rxn00756	Choline-sulfatase (EC 3.1.6.6)	NONE	Hope|MATT FILE	101405	1
rxn01579	Delta 1-piperideine-2-carboxylate reductase (EC 1.5.1.21)	NONE	Hope|MATT FILE	101406	1
rxn03843	Undecaprenyl pyrophosphate synthetase (EC 2.5.1.31)	NONE	Hope|MATT FILE|CHRIS FILE	1560	1
rxn03843	Undecaprenyl pyrophosphate synthetase (EC 2.5.1.31)	NONE	Hope|MATT FILE|CHRIS FILE	1560	1
rxn03843	Undecaprenyl pyrophosphate synthetase (EC 2.5.1.31)	NONE	Hope|MATT FILE|CHRIS FILE	1560	1
rxn03843	Undecaprenyl pyrophosphate synthetase (EC 2.5.1.31)	NONE	Hope|MATT FILE|CHRIS FILE	1560	1
rxn03086	N-acetyl-L,L-diaminopimelate aminotransferase (EC 2.6.1.-)	NONE	Hope|MATT FILE|CHRIS FILE	1561	1
rxn03086	N-acetyl-L,L-diaminopimelate aminotransferase, possible (EC 2.6.1.-)	NONE	Hope|MATT FILE	101407	1
rxn00778	Phosphopentomutase (EC 5.4.2.7)	NONE	Hope|MATT FILE|CHRIS FILE	1683	1
rxn10260	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)	NONE	CHRIS FILE	1562	1
rxn06672	Biotin carboxyl carrier protein of acetyl-CoA carboxylase	NONE	Hope|MATT FILE|CHRIS FILE	1567	1
rxn06672	Biotin carboxylase of acetyl-CoA carboxylase (EC 6.3.4.14)	NONE	Hope|MATT FILE|CHRIS FILE	1567	1
rxn06672	Biotin operon repressor	NONE	CHRIS FILE	1567	1
rxn06672	Biotin-protein ligase (EC 6.3.4.15)	NONE	CHRIS FILE	1567	1
rxn03087	N-succinyldiaminopimelate aminotransferase (EC 2.6.1.17)	NONE	CHRIS FILE	2046	1
rxn03087	N-succinyl-L,L-diaminopimelate aminotransferase alternative (EC 2.6.1.17)	NONE	Hope|MATT FILE	101408	1
rxn03087	N-succinyl-L,L-diaminopimelate aminotransferase (EC 2.6.1.17)	NONE	Hope|MATT FILE	101409	1
rxn05012	N-acetylornithine carbamoyltransferase (EC 2.1.3.9)	NONE	Hope|MATT FILE	101410	1
rxn01329	Phosphomannomutase (EC 5.4.2.8)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	1572	1
rxn01329	Phosphomannomutase (EC 5.4.2.8)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	1572	1
rxn04047	Cobalt-precorrin-3b C17-methyltransferase	NONE	Hope|MATT FILE	101411	1
rxn05177	Thiamin ABC transporter, substrate-binding component	NONE	CHRIS FILE	3024	1
rxn05177	Thiamin ABC transporter, ATPase component	NONE	CHRIS FILE	3024	1
rxn05177	Transmembrane component YkoC of energizing module of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	NONE	CHRIS FILE	1574	1
rxn05177	Thiamin ABC transporter, transmembrane component	NONE	CHRIS FILE	3024	1
rxn05177	Duplicated ATPase component YkoD of energizing module of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	NONE	CHRIS FILE	1574	1
rxn05177	Additional substrate-binding component of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	NONE	CHRIS FILE	1574	1
rxn09141	Phospholipase A1 precursor (EC 3.1.1.32, EC 3.1.1.4)	NONE	CHRIS FILE	1952	1
rxn01353	Nucleoside diphosphate kinase (EC 2.7.4.6)	NONE	CHRIS FILE	1576	1
rxn10289	CDP-glycerol:poly(glycerophosphate) glycerophosphotransferase (EC 2.7.8.12)	NONE	CHRIS FILE	2023	1
rxn10238	Diacylglycerol kinase (EC 2.7.1.107)	NONE	CHRIS FILE	1585	0
rxn00077	NAD kinase (EC 2.7.1.23)	NONE	Hope|MATT FILE|CHRIS FILE	1586	1
rxn00247	Phosphoenolpyruvate carboxykinase [ATP] (EC 4.1.1.49)	NONE	Hope|MATT FILE|CHRIS FILE	1589	1
rxn00247	Phosphoenolpyruvate carboxykinase [ATP] (EC 4.1.1.49)	NONE	Hope|MATT FILE|CHRIS FILE	1589	1
rxn05379	3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.41)	NONE	CHRIS FILE	1590	1
rxn05379	3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.41)	NONE	CHRIS FILE	1590	1
rxn05379	3-oxoacyl-[acyl-carrier-protein] synthase, KASI, alternative (EC 2.3.1.41)	NONE	CHRIS FILE	1976	1
rxn05667	Urea channel UreI	NONE	CHRIS FILE	2039	1
rxn05667	Eukaryotic-type low-affinity urea transporter	NONE	CHRIS FILE	3058	1
rxn10377	Phospholipase A1 precursor (EC 3.1.1.32, EC 3.1.1.4)	NONE	CHRIS FILE	1957	1
rxn09450	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	NONE	CHRIS FILE	1592	1
rxn09450	Acetoacetyl-CoA synthetase [leucine] (EC 6.2.1.16)	NONE	CHRIS FILE	1594	0
rxn10301	Poly(glycerol-phosphate) alpha-glucosyltransferase (EC 2.4.1.52)	NONE	CHRIS FILE	2024	1
rxn00514	Nucleoside triphosphate pyrophosphohydrolase MazG	NONE	Hope|MATT FILE	101412	1
rxn01213	Dimethylallyltransferase (EC 2.5.1.1)	NONE	CHRIS FILE	1601	1
rxn01213	Octaprenyl-diphosphate synthase (EC 2.5.1.-)	NONE	CHRIS FILE	1601	1
rxn01213	Geranyltranstransferase (EC 2.5.1.10)	NONE	Hope	101413	0
rxn01213	Geranyltranstransferase (EC 2.5.1.10)	NONE	Hope	101414	0
rxn01213	Geranyltranstransferase (EC 2.5.1.10)	NONE	Hope	101415	0
rxn01213	Geranyltranstransferase (EC 2.5.1.10)	NONE	Hope	101416	0
rxn01213	Geranyltranstransferase (farnesyldiphosphate synthase) (EC 2.5.1.10)	NONE	MATT FILE|MATT FILE|CHRIS FILE	1601	1
rxn01213	Geranyltranstransferase (farnesyldiphosphate synthase) (EC 2.5.1.10)	Polyprenyl_Diphosphate_Biosynthesis	MATT FILE|CHRIS FILE	1601	1
rxn01213	Geranylgeranyl pyrophosphate synthetase (EC 2.5.1.29)	NONE	Hope|CHRIS FILE	1601	1
rxn05384	3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.41)	NONE	CHRIS FILE	1603	1
rxn05384	3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.41)	NONE	CHRIS FILE	1603	1
rxn05384	3-oxoacyl-[acyl-carrier-protein] synthase, KASI, alternative (EC 2.3.1.41)	NONE	CHRIS FILE	1977	1
rxn10196	Teichoic acid export ATP-binding protein TagH (EC 3.6.3.40)	NONE	CHRIS FILE	1605	1
rxn10196	Teichoic acid translocation permease protein TagG	NONE	CHRIS FILE	1605	1
rxn01917	Acetylglutamate kinase (EC 2.7.2.8)	NONE	Hope|MATT FILE|CHRIS FILE	1607	1
rxn01917	Acetylglutamate kinase (EC 2.7.2.8)	NONE	Hope|MATT FILE|CHRIS FILE	1607	1
rxn01100	Phosphoglycerate kinase (EC 2.7.2.3)	NONE	Hope|MATT FILE|MATT FILE|MATT FILE|CHRIS FILE	1609	1
rxn01100	Phosphoglycerate kinase (EC 2.7.2.3)	NONE	Hope|MATT FILE|MATT FILE|MATT FILE|CHRIS FILE	1609	1
rxn01100	Phosphoglycerate kinase (EC 2.7.2.3)	NONE	Hope|MATT FILE|MATT FILE|MATT FILE|CHRIS FILE	1609	1
rxn01631	5-aminovalerate aminotransferase (EC 2.6.1.48)	NONE	Hope|MATT FILE	101417	1
rxn06991	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.4.3)	NONE	Hope	101418	0
rxn06991	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.4.3)	NONE	Hope	101419	0
rxn06991	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.4.3)	NONE	Hope	101420	0
rxn06991	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.4.3)	NONE	Hope	101421	0
rxn01176	5-keto-2-deoxy-D-gluconate-6 phosphate aldolase (EC 4.1.2.29)	NONE	Hope|MATT FILE|CHRIS FILE	1623	1
rxn01176	5-keto-2-deoxy-D-gluconate-6 phosphate aldolase [form 2] (EC 4.1.2.29)	NONE	Hope|MATT FILE	101422	1
rxn05389	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	NONE	CHRIS FILE	1624	1
rxn04603	2,3-dihydroxyphenylpropionate 1,2-dioxygenase (EC 1.13.11.-)	NONE	Hope|MATT FILE	101423	1
rxn05163	Putrescine transport ATP-binding protein PotA (TC 3.A.1.11.1)	NONE	CHRIS FILE	2046	1
rxn05163	Putrescine transport ATP-binding protein PotG (TC 3.A.1.11.2)	NONE	CHRIS FILE	2046	1
rxn05163	Putrescine transport system permease protein PotI (TC 3.A.1.11.2)	NONE	CHRIS FILE	2046	1
rxn05163	Putrescine ABC transporter putrescine-binding protein PotF (TC 3.A.1.11.2)	NONE	CHRIS FILE	2046	1
rxn05163	Spermidine Putrescine ABC transporter permease component potC (TC_3.A.1.11.1)	NONE	CHRIS FILE	2046	1
rxn05163	Spermidine Putrescine ABC transporter permease component PotB (TC 3.A.1.11.1)	NONE	CHRIS FILE	2046	1
rxn05163	ABC transporter, periplasmic spermidine putrescine-binding protein PotD (TC 3.A.1.11.1)	NONE	CHRIS FILE	2046	1
rxn05163	Putrescine transport system permease protein PotH (TC 3.A.1.11.2)	NONE	CHRIS FILE	2046	1
rxn01879	Putative iron-containing NADPH-dependent propanol dehydrogenase	NONE	Hope|MATT FILE	101424	1
